,restaurant_name,avg_rating,special_diets,price_level,cuisines,address,ZIP
1172,Grill house da Max,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Steakhouse', 'Barbecue', 'European', 'Grill']","Schellinggasse 6, Vienna 1010 Austria",1010
1173,Erni's,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Stiegergasse 2, Vienna 1150 Austria",1150
1174,Ristorante Opera Dei Vini Vienna,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Wallgasse 26/A-1060, Vienna 1060 Austria",1060
1175,Orpheum,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Steigenteschgasse 94, Vienna 1220 Austria",1220
1176,Schutzhaus Waidaecker,4.5,Vegetarian Friendly,€,"['Austrian', 'European']","Steinlegasse 35, Vienna 1160 Austria",1160
1177,Weinzirl - Restaurant im Wiener Konzerthaus,4.5,Vegetarian Friendly,€€-€€€,"['European', 'Austrian', 'Central European']","Am Heumarkt 6 1030 Wien, Vienna 1030 Austria",1030
1178,Blueorange - Coffee & Bagel,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,['Cafe'],"Alserbachstrasse 1, Vienna 1090 Austria",1090
1179,Das Johann Restaurant,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Johannesgasse 33, Vienna 1010 Austria",1010
1180,Edo Sushi Wien,4.5,Vegetarian Friendly,€,"['Sushi', 'Asian', 'Japanese']","Gumpendorfer Strasse 92, Vienna 1060 Austria",1060
1182,Fischerhaus,4.0,Vegetarian Friendly,€€-€€€,"['International', 'European']","An der Hoehenstrasse Rohrerwiese 223, Vienna 1190 Austria",1190
1183,Disco Volante,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Neapolitan', 'Campania', 'Southern-Italian']","Gumpendorfer Strasse 98, Vienna 1060 Austria",1060
1184,Zum Mährischen Spatzen,4.0,Vegetarian Friendly,€,"['Austrian', 'European', 'Central European']","Ybbsstrasse 25, Vienna 1020 Austria",1020
1185,Restaurant Gasthaus Engelhart,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Karolinengasse 29 Gasthaus Engelhart, Vienna 1040 Austria",1040
1186,Restaurant M77,5.0,Vegetarian Friendly,€€€€,"['European', 'Contemporary']","Maerzstrasse 77, Vienna 1150 Austria",1150
1187,Heuriger Herrgott Aus Sta,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European']","Speckbachergasse 14, Vienna 1160 Austria",1160
1188,Restaurant Victus & Mili,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Italian', 'German', 'Central European']","Neustiftgasse 28, Vienna 1070 Austria",1070
1189,Steinklammer Heurigen,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Jesuitensteig 28, Vienna 1230 Austria",1230
1190,L'ase,5.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Mediterranean', 'European', 'Spanish']","Rueppgasse 24, Vienna 1020 Austria",1020
1191,Grand Brasserie,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'International']","Kaerntner Ring 9 1st floor, Grand Hotel Wien, Vienna 1010 Austria",1010
1192,Ristorante Monte Rosa,4.0,Vegetarian Friendly,€€-€€€,['Italian'],"Herbeckstrasse 78, Vienna 1180 Austria",1180
1193,Muxxu Asia Restaurant,4.5,Vegetarian Friendly,€€-€€€,['Asian'],"Kalvarienberggasse 35, Vienna 1170 Austria",1170
1194,el Gaucho im Design Tower,4.0,"Vegetarian Friendly, Gluten Free Options",€€€€,"['Steakhouse', 'International', 'Barbecue', 'Argentinian']","Praterstrasse 1, Vienna 1020 Austria",1020
1195,Schrittesser Speck & Bar,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Reichsratsstrasse 11 1010 Wien, Vienna 1010 Austria",1010
1196,FilmCafe,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'International', 'European', 'Bar', 'Diner', 'Central European']","Himmelpfortgasse 24 1010 Vienna, Vienna 1010 Austria",1010
1197,Pizzeria Nino,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean', 'Pizza', 'European']","Burggasse 102, Vienna 1070 Austria",1070
1198,Hauserl am Stoan,4.0,Vegetarian Friendly,€,"['Austrian', 'European', 'Central European']","Zierleitengasse 42/A, Vienna 1190 Austria",1190
1199,Türkis Mariahilf - Oriental Food,4.0,"Vegetarian Friendly, Halal",€€-€€€,"['Mediterranean', 'European', 'Turkish', 'Middle Eastern']","Mariahilfer Strasse 22-24 1070 Vienna, Vienna 1070 Austria",1070
1200,Hit MI,4.0,Vegetarian Friendly,€€-€€€,"['Sushi', 'Asian', 'Japanese']","Marxergasse 20, Vienna 1030 Austria",1030
1201,Anker,4.0,Vegetarian Friendly,€,"['Fast food', 'Cafe']","Mariahilfer Strasse 126, Vienna 1070 Austria",1070
1202,Purzl's,4.0,Vegetarian Friendly,€€-€€€,"['International', 'Contemporary']","Walter-Jurmann-Gasse 4, Vienna 1230 Austria",1230
1203,Sakai,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Japanese', 'Sushi', 'Asian', 'Seafood']","Florianigasse 36, Vienna 1080 Austria",1080
1204,BBQ Asian,3.0,Vegetarian Friendly,€€-€€€,"['Sushi', 'Chinese', 'Asian']","Wienerbergstrasse 11 Top6 Wien Twin Tower, Vienna 1100 Austria",1100
1205,15 susse minuten,4.5,Vegetarian Friendly,€,"['Cafe', 'Central European']","Weyringergasse 21, Vienna 1040 Austria",1040
1206,Schabanack,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Gastropub']","Leopoldauer Platz 90, Vienna 1210 Austria",1210
1207,Gosser Brau Wien 1230,3.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European']","Gesslgasse 4, Vienna 1230 Austria",1230
1208,Zum Ochsenkopf,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European', 'German']","Karl-Bekehrty-Strasse 60, Vienna 1140 Austria",1140
1209,Küche 18,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Chinese', 'Asian']","Waehringer Strasse 18, Vienna 1090 Austria",1090
1210,Cafe - Restaurant Goldener Löwe,4.0,Vegetarian Friendly,€,"['Austrian', 'European']","Suedtiroler Platz 1, Vienna 1040 Austria",1040
1211,The View Restaurant Cafe Bar,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'Bar', 'European', 'Central European']","Handelskai 265, Vienna 1020 Austria",1020
1212,Restaurant Die Kueche,4.5,"Vegetarian Friendly, Gluten Free Options",€€€€,"['European', 'Austrian', 'International', 'Contemporary', 'Central European']","Schottenring 24 Palais Hansen Kempinski Vienna, Vienna 1010 Austria",1010
1213,Fusan Japan Restaurant,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Asian', 'Fusion']","Getreidemarkt 18, Vienna 1010 Austria",1010
1214,Simmeringer Landbier,4.0,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'European', 'Bar', 'Pub', 'Central European']","Simmeringer Hauptstrasse 50, Vienna 1110 Austria",1110
1215,Oberlaa ,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Josefstadter Strasse 31, Vienna 1080 Wien Austria",1080
1216,Pizzeria Bernado,4.5,Vegetarian Friendly,€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Gudrunstrasse 136, Vienna 1100 Austria",1100
1217,The Guesthouse Brasserie & Bakery,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Fuehrichgasse 10 1010 Vienna, Vienna 1010 Austria",1010
1218,Lale Restaurant,4.0,Vegetarian Friendly,€€-€€€,['Turkish'],"Brunnengasse 51, Vienna 1160 Austria",1160
1219,Hotel/Restaurant Valley Rose,4.0,Vegetarian Friendly,€,"['Austrian', 'European']","Erzherzog-Karl-Strasse 98a, Vienna 1220 Austria",1220
1220,Restaurant Scala im Vienna Sporthotel,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Baumgasse 83, Vienna 1030 Austria",1030
1221,Donna Diana,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza']","Johnstrasse 34-36, Vienna 1150 Austria",1150
1222,Restaurant Athene,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Seafood', 'Greek', 'Mediterranean', 'European']","Grinzinger Strasse 71-73 1190 Vienna, Vienna 1190 Austria",1190
1223,China-Restaurant Stammhaus,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Chinese', 'Sushi', 'Asian']","Breitenfurter Strasse 472, Vienna 1230 Austria",1230
1224,Tsutenkaku Sushi-Haus,5.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Seafood', 'Sushi', 'Asian']","Kollergerngasse 4, Vienna 1060 Austria",1060
1225,Cafe Wilder Mann,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Waehringer Strasse 85, Vienna 1180 Austria",1180
1226,Koko-Pizzeria Restaurant & Abholung,3.5,Vegetarian Friendly,€€-€€€,"['Pizza', 'Italian']","Praterstrasse 68, Vienna 1020 Austria",1020
1227,Pepi's Heurigenschenke,4.0,Vegetarian Friendly,€,"['Austrian', 'European']","Ottakringer Strasse 177, Vienna 1160 Austria",1160
1228,Asiatisches Restaurant Jasmin,4.5,Vegetarian Friendly,€€-€€€,"['Chinese', 'Sushi', 'Asian']","Breitenleer Strasse 102, Vienna 1220 Austria",1220
1229,Zum Genussspecht im Unterlaaerhof,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'German', 'European']","Unterlaaer Platz 2, Vienna 1100 Austria",1100
1230,Valenta's Stammbeisl,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Diefenbachgasse 46, Vienna 1150 Austria",1150
1231,La Pausa Vienna,4.5,Vegetarian Friendly,€,"['Italian', 'Pizza', 'Fast food', 'European']","Neubaugasse 70, Vienna 1070 Austria",1070
1232,La Valletta Gastronomie,4.0,Vegetarian Friendly,€,['Italian'],"Hasnerstrasse 131, Vienna 1160 Austria",1160
1233,ULRICH,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Cafe', 'Healthy']","St Ulrichplatz 1, Vienna 1070 Austria",1070
1234,Pizzeria Dal Maestro,4.0,Vegetarian Friendly,€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Engerthstrasse 106, Vienna 1200 Austria",1200
1235,Otto Cafe-Restaurant,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Hietzinger Tor 22, Vienna 1130 Austria",1130
1236,Sven's Restaurant,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Berggasse 28, Vienna 1090 Austria",1090
1237,Akakiko,3.5,Vegetarian Friendly,€€-€€€,"['Japanese', 'Sushi', 'Asian']","Landstrasser Hauptstrasse 59, Vienna 1030 Austria",1030
1238,Zum Schwammerl,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Silbergasse 21, Vienna 1190 Austria",1190
1239,China-Restaurant Shanghai,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Chinese', 'Asian']","Jasomirgottstrasse 6, Vienna 1010 Austria",1010
1240,Lucky Noodles,4.0,Vegetarian Friendly,€,"['Asian', 'Chinese']","Mariahilfer Strasse 75, Vienna 1060 Austria",1060
1241,Tuerkis Oriental Food,3.5,Vegetarian Friendly,€€-€€€,"['Middle Eastern', 'Turkish']","Mariahilfer Strasse 31, Vienna 1060 Austria",1060
1242,McDonald's,4.0,Vegetarian Friendly,€,['Fast food'],"Mariahilfer Strasse 85-87, Vienna 1060 Austria",1060
1243,Simmeringer Bier- und Kulturschmankerl,4.5,Vegetarian Friendly,€,"['Austrian', 'European']","Simmeringer Hauptstrasse 152, Vienna 1110 Austria",1110
1244,Piroschka das ungarische Restaurant,4.5,Vegetarian Friendly,€€-€€€,"['Hungarian', 'European']","Gersthofer Strasse 140 1180-Wien, Vienna 1180 Austria",1180
1245,Yummy Cooking,4.5,Vegetarian Friendly,€,"['Asian', 'Sushi']","Mariahilfer Strasse 141, Vienna 1150 Austria",1150
1246,Trattoria La Sicilia,4.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean', 'Pizza']","Sampogasse 13/2, Vienna 1140 Austria",1140
1247,Buschenschank Haslinger,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Wine Bar']","Agnesgasse 3, Vienna 1190 Austria",1190
1248,Happy Vietnam,4.5,Vegetarian Friendly,€,"['Asian', 'Vietnamese']","Neubaugasse 45, Vienna 1070 Austria",1070
1249,Zahel Weinbau,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Maurer Hauptplatz 9, Vienna 1230 Austria",1230
1250,Kahlenberg-Restaurant,3.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European']","Josefsdorf 2, Vienna 1190 Austria",1190
1251,Restaurant Hanil Sushi,4.0,Vegetarian Friendly,€€-€€€,"['Japanese', 'Sushi', 'Asian']","Hietzinger Hauptstrasse 20, Vienna 1130 Austria",1130
1252,Pentahotel Vienna,4.0,Vegetarian Friendly,€€-€€€,"['Bar', 'European', 'Contemporary']","Margaretenstrasse 92, Vienna 1050 Austria",1050
1253,Restaurant Jaipur Palace,3.5,Vegetarian Friendly,€€-€€€,['Indian'],"Bruennlbadgasse 15, Vienna 1090 Austria",1090
1254,Gasthaus Hansi,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Quadenstrasse 83, Vienna 1220 Austria",1220
1255,La Piazzetta,3.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean']","Naschmarkt Stand 191, Vienna 1060 Austria",1060
1256,Restaurant Tseng,4.5,Vegetarian Friendly,€€-€€€,"['Chinese', 'Asian', 'Thai']","Lederergasse 14, Vienna 1080 Austria",1080
1257,Cafe - Restaurant Dresdnerhof,4.0,Vegetarian Friendly,€,"['Austrian', 'European']","Dresdner Strasse 126, Vienna 1200 Austria",1200
1258,Schnitzel King,4.0,Vegetarian Friendly,€,"['Austrian', 'German', 'European', 'Central European']","Favoritenstrasse 84, Vienna 1100 Austria",1100
1259,Library Cafe WU Wien,3.0,Vegetarian Friendly,€€-€€€,['Cafe'],"Welthandelsplatz 1 1020 Vienna, Vienna 1020 Austria",1020
1260,Fett Und Zucker,4.0,"Vegetarian Friendly, Vegan Options",€,['Cafe'],"Hollandstrasse 16, Vienna 1020 Austria",1020
1261,Zwischenbrueckenwirt,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European', 'European']","Treustrasse 27, Vienna 1200 Austria",1200
1262,Tiger,4.5,"Vegetarian Friendly, Vegan Options",€,"['Asian', 'Vietnamese']","Burggasse 20, Vienna 1070 Austria",1070
1263,Le Viet,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Asian', 'Vietnamese']","Stubenbastei 12, Vienna 1010 Austria",1010
1264,Trzesniewski,4.5,Vegetarian Friendly,€,"['Fast food', 'Healthy', 'Austrian']","Rochusmarkt Stand 8-9, Vienna 1030 Austria",1030
1265,Wiener Stadtbrau,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Bar', 'European', 'Central European']","Graben 29a 1010 Vienna, Vienna 1010 Austria",1010
1266,Xpedit,4.5,"Vegetarian Friendly, Gluten Free Options, Vegan Options",€€-€€€,"['Italian', 'Mediterranean', 'European']","Wiesingerstrasse 6, Vienna 1010 Austria",1010
1267,Diwan Holzkohlen Grill,4.5,Vegetarian Friendly,€€-€€€,['Turkish'],"Maerzstrasse 51, Vienna 1150 Austria",1150
1268,Das Hutteldorfer,4.0,Vegetarian Friendly,€,"['Austrian', 'European']","Linzer Strasse 363, Vienna 1140 Austria",1140
1269,Kiang Winebar,4.5,Vegetarian Friendly,€€-€€€,"['Chinese', 'Wine Bar']","Gruenentorgasse 19, Vienna 1090 Austria",1090
1270,Restaurant Cenaro,3.5,Vegetarian Friendly,€€-€€€,"['European', 'Austrian']","Guglgasse 7/9, Vienna 1030 Austria",1030
1271,Yili,3.5,Vegetarian Friendly,€,"['Chinese', 'Asian', 'Japanese', 'Sushi', 'Vietnamese']","Rabensteig 8, Vienna 1010 Austria",1010
1272,Ra'Mien Go,4.5,"Vegetarian Friendly, Vegan Options",€,"['Asian', 'Thai', 'Vietnamese', 'Soups', 'Fast food']","Hoher Markt 8-9, Vienna 1010 Austria",1010
1273,Zu Den 3 Linden,4.0,Vegetarian Friendly,€,"['Austrian', 'European', 'Central European']","Atzgersdorfer Strasse 161, Vienna 1230 Austria",1230
1274,Pizzeria Motelli,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza']","Meidlinger Hauptstrasse 3, Vienna 1120 Austria",1120
1275,Universitatsbrauhaus,3.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Barbecue', 'European', 'Brew Pub', 'Central European']","Alser Strasse 4 Hof 1, Altes AKH, Vienna 1090 Austria",1090
1276,Heuriger Zum 5Er Pflug,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Khleslplatz 5, Vienna 1120 Austria",1120
1277,Akakiko,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Fusion']","Rotenturmstrasse 6 1010 Vienna, Vienna 1010 Austria",1010
1278,Kardamom,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Persian', 'Middle Eastern']","Schwedenplatz 3-4, Vienna 1010 Austria",1010
1279,Medl Brau,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Linzer Strasse 275, Vienna 1140 Austria",1140
1280,Gasthaus Am Predigtstuhl,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'International', 'Central European']","Oberwiedenstrasse 34, Vienna 1170 Austria",1170
1281,INTERSPAR - Restaurant,4.0,Vegetarian Friendly,€,"['Italian', 'European']","Landstrasser Hauptstrasse 1A, Vienna 1030 Austria",1030
1282,L'osteria Del Collio,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'European', 'Mediterranean']","Himmelpfortgasse 17, Vienna 1010 Austria",1010
1283,Das Styria XX,4.5,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Rauscherstrasse 5, Vienna 1200 Austria",1200
1284,Shabu Shabu by Yori,4.5,Vegetarian Friendly,€€-€€€,"['Korean', 'Chinese', 'Asian']","Stumpergasse 27, Vienna 1060 Austria",1060
1285,Strock Feierabend,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Landstrasser Hauptstrasse 82, Vienna 1030 Austria",1030
1286,Landtmann's Parkcafé,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European', 'Deli']","Schönbrunner Schlosspark | Beim Neptunbrunnen 1130 Wien, Vienna 1130 Austria",1130
1287,Brandauer Gerngross,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Mariahilfer Strasse 42-48 42-48, Vienna 1070 Austria",1070
1288,Figar,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Cafe', 'European', 'Central European', 'Fusion']","Kirchengasse 15, Vienna 1070 Austria",1070
1289,OLive Eat & Drink,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean', 'Pizza', 'European']","Wagramer Strasse 79 1220 Vienna, Vienna 1220 Austria",1220
1290,Budapest Bistro,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Cafe', 'European', 'Central European']","Pilgramgasse 10, Vienna 1050 Austria",1050
1291,Stadtkind,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Cafe', 'European', 'Central European']","Universitatsstrasse 11, Vienna 1010 Austria",1010
1292,Das Campus Restaurant & Bar,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Bar', 'European', 'Central European']","Welthandelsplatz 1, Vienna 1020 Austria",1020
1293,Bolena Weinbar & Restaurant,4.5,Vegetarian Friendly,€€-€€€,"['European', 'Wine Bar', 'Italian', 'Mediterranean', 'Central European']","Lange Gasse 61, Vienna 1080 Austria",1080
1294,Tata Restaurant,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,"['Asian', 'Vietnamese', 'Fusion']","Seidengasse 23, Vienna 1070 Austria",1070
1295,Deli Bluem,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,['Deli'],"Prater 74 1080 Vienna, Vienna 1020 Austria",1080
